DI,TradeValue,RealmType,Enclave,LivingQuarters,ParcelSize,ParcelSizeUnit,StructuralIntegrity,ExteriorCharm
480,64500.0,4,13,744.0,10800.0,sqft,6,Common
481,237500.0,4,3,1628.0,12925.0,sqft,7,Common
482,181000.0,4,0,1143.0,7441.0,sqft,5,Gleaming
483,119600.0,1,10,1531.0,8250.0,sqft,6,Common
484,233000.0,4,0,1603.0,10141.9858184414,sqft,5,Gleaming
486,176485.0,4,5,1001.0,8993.0,sqft,5,Gleaming
487,105500.0,4,3,639.0,7227.0,sqft,6,Common
488,232600.0,0,26,1145.0,11216.0,sqft,5,Gleaming
489,131500.0,3,21,652.0,4435.0,sqft,5,Gleaming
490,144000.0,4,3,1172.0,11344.0,sqft,5,Common
491,204750.0,4,21,1373.0,9337.0,sqft,5,Common
492,45000.0,3,13,470.0,5925.0,sqft,4,Common
493,150000.0,4,16,1107.0,7711.0,sqft,3,Common
494,172000.0,4,3,958.0,12700.0,sqft,5,Common
495,156000.0,4,3,1329.0,12099.0,sqft,6,Common
496,144000.0,4,6,701.0,12968.0,sqft,6,Common
497,129000.0,4,16,879.0,9571.0,sqft,6,Common
498,293200.0,4,21,1232.0,10200.0,sqft,5,Gleaming
499,124500.0,4,3,678.0,13008.0,sqft,5,Common
501,180500.0,4,20,1403.0,13515.0,sqft,6,Common
502,100000.0,3,18,759.0,1680.0,sqft,5,Common
503,243500.0,4,11,1919.0,10791.0,sqft,5,Common
504,64000.0,4,16,861.0,11791.9835112464,sqft,5,Common
505,287090.0,4,26,1213.0,9262.0,sqft,5,Gleaming
506,161500.0,4,11,1032.0,9790.0,sqft,5,Common
507,80000.0,4,16,710.0,12180.0,sqft,4,Common
509,173000.0,4,2,1255.0,10457.0,sqft,7,Gleaming
510,207000.0,4,21,1125.0,14753.0,sqft,5,Common
511,143500.0,4,21,975.0,9286.0,sqft,7,Common
512,148000.0,4,2,930.0,11080.0,sqft,6,Common
513,93000.0,3,20,878.0,6000.0,sqft,5,Common
514,312500.0,0,26,1816.0,8413.0,sqft,5,Gleaming
515,146000.0,4,3,923.0,9230.0,sqft,8,Common
516,124500.0,4,2,682.0,10447.0,sqft,6,Common
517,158900.0,4,6,1066.0,11616.0,sqft,5,Common
518,274000.0,4,21,1497.0,9720.0,sqft,5,Gleaming
519,165250.0,4,6,1001.0,6960.0,sqft,8,Common
520,155000.0,4,1,1190.0,2308.0,sqft,6,Common
521,172785.0,4,5,1119.0,15578.0,sqft,5,Gleaming
522,153000.0,4,3,859.0,11332.0,sqft,7,Common
524,127000.0,4,20,963.0,7438.0,sqft,8,Common
525,139900.0,3,20,1089.0,6000.0,sqft,7,Common
526,333168.0,4,7,1999.0,14774.0,sqft,5,Gleaming
528,207500.0,4,15,1607.0,5062.0,sqft,5,Gleaming
530,156000.0,0,26,1116.0,3768.0,sqft,5,Gleaming
531,138000.0,4,3,909.0,8000.0,sqft,5,Common
532,142000.0,4,6,701.0,6768.0,sqft,8,Common
533,260400.0,4,7,1323.0,10593.0,sqft,5,Gleaming
534,149500.0,0,26,923.0,2544.0,sqft,5,Gleaming
535,65000.0,3,13,1221.0,12205.0,sqft,1,Common
536,98000.0,3,13,1033.0,4571.0,sqft,5,Common
537,135000.0,4,11,1273.0,9246.0,sqft,5,Common
538,246578.0,4,4,1153.0,4045.0,sqft,5,Gleaming
539,180500.0,4,5,1109.0,11851.0,sqft,5,Common
541,115000.0,4,19,1260.0,10480.0,sqft,5,Common
542,119900.0,4,21,664.0,7200.0,sqft,8,Common
543,149900.0,4,3,994.0,11027.0,sqft,5,Common
544,141000.0,3,21,652.0,4426.0,sqft,5,Gleaming
546,113000.0,3,18,936.0,1890.0,sqft,5,Common
547,181000.0,4,11,1219.0,17042.9761687731,sqft,5,Common
548,82000.0,4,16,886.0,6040.0,sqft,5,Common
549,263400.0,4,22,1662.0,12392.0,sqft,9,Common
550,152000.0,4,11,1053.0,10400.0,sqft,5,Common
551,98000.0,3,25,839.0,1477.0,sqft,9,Common
552,121000.0,4,3,719.0,9888.0,sqft,6,Common
553,176500.0,4,5,1255.0,9084.0,sqft,5,Common
555,270000.0,4,15,2066.0,13108.0,sqft,5,Gleaming
556,165000.0,4,6,1364.0,15400.0,sqft,5,Common
557,171900.0,0,26,961.0,4017.0,sqft,5,Gleaming
558,145000.0,4,6,799.0,7476.0,sqft,7,Common
559,116000.0,3,13,859.0,4400.0,sqft,8,Common
560,213000.0,4,5,1527.0,8396.0,sqft,5,Gleaming
561,124000.0,4,6,701.0,8020.0,sqft,6,Common
562,165500.0,3,10,1503.0,9000.0,sqft,5,Common
563,91000.0,3,25,759.0,1596.0,sqft,5,Common
565,170000.0,4,5,1056.0,9434.0,sqft,5,Gleaming
566,110000.0,4,6,753.0,9750.0,sqft,5,Common
567,184900.0,4,0,1219.0,7632.0,sqft,5,Gleaming
568,141000.0,4,3,846.0,12493.0,sqft,5,Common
569,175000.0,4,0,1336.0,8285.0,sqft,5,Gleaming
570,178000.0,4,0,1332.0,9206.0,sqft,5,Gleaming
571,119900.0,4,6,667.0,8425.0,sqft,6,Common
572,113722.0,4,0,1163.0,7007.0,sqft,5,Common
574,115000.0,4,3,701.0,7800.0,sqft,5,Common
575,126000.0,4,2,1333.0,10125.0,sqft,5,Common
576,143000.0,3,13,1036.0,5805.0,sqft,7,Common
577,142250.0,4,3,947.0,9600.0,sqft,5,Common
578,111500.0,3,13,1500.0,7745.0,sqft,6,Gleaming
579,159000.0,4,3,1064.0,13300.0,sqft,5,Common
580,188700.0,4,22,1276.0,11988.0,sqft,7,Common
581,100000.0,4,20,606.0,7446.0,sqft,5,Common
582,265000.0,0,26,1879.0,10625.0,sqft,5,Gleaming
583,84500.0,3,10,579.0,6780.0,sqft,8,Common
584,148800.0,0,26,847.0,5105.0,sqft,5,Gleaming
585,178400.0,4,3,768.0,12122.0,sqft,9,Enchanting
586,240000.0,4,21,1613.0,9375.0,sqft,5,Gleaming
587,206580.0,4,5,1173.0,10936.0,sqft,5,Gleaming
588,189000.0,4,0,1274.0,14565.0,sqft,5,Gleaming
589,320000.0,4,26,1465.0,11670.0,sqft,5,Enchanting
590,135000.0,4,22,1123.0,7155.0,sqft,8,Common
591,168000.0,4,19,1095.0,7290.0,sqft,8,Common
593,184000.0,4,3,1137.0,7472.0,sqft,9,Common
594,147110.0,0,26,830.0,2403.0,sqft,5,Gleaming
595,160000.0,4,22,1006.0,9600.0,sqft,7,Gleaming
596,239000.0,4,22,1803.0,16560.0,sqft,8,Common
597,175000.0,4,6,1126.0,12886.0,sqft,6,Common
598,136500.0,4,3,904.0,8856.0,sqft,4,Common
599,130000.0,4,2,672.0,9858.0,sqft,6,Common
600,180500.0,4,9,1922.0,9600.0,sqft,5,Gleaming
601,212000.0,4,15,1016.0,5118.0,sqft,5,Gleaming
602,159500.0,3,13,1964.0,10800.0,sqft,8,Common
603,190000.0,4,11,1514.0,11952.0,sqft,6,Common
604,129900.0,3,13,1364.0,6120.0,sqft,5,Common
605,325000.0,4,7,2016.0,12256.0,sqft,5,Gleaming
607,128500.0,4,1,643.0,2104.0,sqft,6,Common
608,177625.0,4,3,1329.0,13495.0,sqft,6,Common
610,135960.0,4,3,725.0,7032.0,sqft,5,Common
611,185485.0,4,4,973.0,3710.0,sqft,5,Gleaming
612,293077.0,4,14,1266.0,9520.0,sqft,5,Gleaming
613,112500.0,4,3,756.0,6390.0,sqft,7,Common
614,224500.0,4,0,1107.0,9069.0,sqft,8,Gleaming
615,205000.0,4,21,1185.0,13704.0,sqft,5,Gleaming
616,274300.0,4,21,1613.0,9750.0,sqft,6,Common
617,176000.0,4,5,1087.0,7749.989163175,sqft,5,Gleaming
618,111250.0,4,3,664.0,12735.0,sqft,5,Common
619,103600.0,2,16,1053.0,6629.0,sqft,6,Common
620,245000.0,4,26,1202.0,10206.0,sqft,5,Common
621,89000.0,3,18,729.0,1680.0,sqft,5,Common
622,127000.0,3,10,950.0,7006.0,sqft,6,Common
623,187500.0,4,24,1605.0,12205.0,sqft,8,Common
625,140000.0,3,13,719.0,7200.0,sqft,5,Common
627,134000.0,3,25,878.0,4224.0,sqft,5,Common
628,190000.0,4,5,896.0,9587.0,sqft,5,Gleaming
629,118900.0,4,3,563.0,7200.0,sqft,7,Common
630,187500.0,4,5,1233.0,8702.0,sqft,5,Common
632,125500.0,4,3,664.0,6600.0,sqft,5,Common
633,172500.0,4,6,1476.0,13650.0,sqft,5,Gleaming
634,173000.0,4,21,1093.0,11646.0,sqft,5,Gleaming
635,148400.0,4,24,1307.0,1700.0,sqft,5,Gleaming
636,137450.0,4,19,1236.0,6171.0,sqft,6,Common
637,163000.0,4,3,1047.0,10197.0,sqft,5,Common
638,219500.0,4,5,1534.0,8740.0,sqft,5,Gleaming
640,230000.0,4,22,1166.0,11435.0,sqft,7,Common
641,159500.0,4,16,1096.0,7950.0,sqft,6,Common
642,35311.0,1,10,369.0,9000.0,sqft,3,Common
644,155000.0,4,17,1250.0,2448.0,sqft,5,Gleaming
645,214000.0,0,26,1059.0,4379.0,sqft,5,Gleaming
646,213133.0,4,26,1053.0,9910.0,sqft,6,Gleaming
647,228000.0,4,0,1613.0,11228.0,sqft,5,Gleaming
648,132000.0,4,2,746.0,10441.0,sqft,5,Common
649,248000.0,4,7,1757.0,11000.0,sqft,5,Gleaming
650,120000.0,3,13,909.0,9576.0,sqft,7,Common
651,213500.0,4,14,1137.0,14419.0,sqft,5,Common
652,245500.0,4,9,990.0,14963.0,sqft,5,Gleaming
653,135000.0,4,3,849.0,10454.0,sqft,6,Common
654,103200.0,4,13,678.0,5500.0,sqft,6,Common
655,143750.0,4,1,736.0,4928.0,sqft,6,Common
656,198900.0,4,21,943.0,10402.0,sqft,5,Common
658,156500.0,3,13,1089.0,9600.0,sqft,8,Common
659,160500.0,3,2,914.0,4500.0,sqft,5,Common
660,149900.0,4,3,829.0,12537.0,sqft,6,Common
661,85500.0,3,25,839.0,1890.0,sqft,6,Common
662,145000.0,4,3,723.0,8604.0,sqft,7,Common
663,98000.0,4,16,1176.0,8405.0,sqft,3,Common
664,170000.0,4,2,1575.0,12760.0,sqft,5,Common
666,110000.0,3,13,946.0,10440.0,sqft,6,Common
667,140200.0,4,20,1213.0,6435.0,sqft,5,Common
668,145500.0,3,16,824.0,3675.0,sqft,5,Common
669,97000.0,3,25,1033.0,1533.0,sqft,6,Common
670,114900.0,2,19,1292.0,6048.0,sqft,7,Common
671,116050.0,4,3,664.0,9353.0,sqft,5,Common
672,183500.0,4,5,1323.0,8244.0,sqft,5,Gleaming
673,122000.0,4,16,998.0,8212.0,sqft,6,Common
675,123000.0,3,20,873.0,6240.0,sqft,7,Common
676,129000.0,4,20,738.0,9873.0,sqft,5,Common
677,220000.0,4,21,1233.0,8814.0,sqft,5,Gleaming
678,140000.0,4,11,895.0,9600.0,sqft,5,Common
679,150000.0,4,21,789.0,15240.0,sqft,8,Gleaming
680,135900.0,4,19,1319.0,5687.0,sqft,6,Common
681,79000.0,2,16,595.0,4270.0,sqft,6,Common
682,250000.0,4,11,2041.0,11029.0,sqft,7,Common
683,136500.0,4,16,1138.0,11100.0,sqft,6,Common
684,127500.0,4,16,778.0,7840.0,sqft,5,Common
685,119000.0,3,20,729.0,6000.0,sqft,7,Common
686,281213.0,4,14,1909.0,12665.0,sqft,5,Gleaming
687,286000.0,4,15,1225.0,4923.0,sqft,5,Gleaming
688,169000.0,4,5,1784.0,14762.0,sqft,6,Common
689,100000.0,3,20,1000.0,6911.0,sqft,5,Common
690,122000.0,4,16,1039.0,16287.0,sqft,6,Common
693,185000.0,0,26,970.0,7200.0,sqft,5,Gleaming
694,127000.0,4,3,1159.0,7910.0,sqft,5,Common
695,96000.0,3,18,759.0,1680.0,sqft,5,Common
696,275500.0,4,17,1613.0,10240.0,sqft,5,Gleaming
697,178000.0,4,3,867.0,11380.0,sqft,8,Common
698,189000.0,4,21,1119.0,8199.0,sqft,5,Gleaming
699,138000.0,4,20,879.0,7111.0,sqft,7,Gleaming
700,290000.0,4,7,1943.0,10119.985849204,sqft,5,Gleaming
701,240000.0,4,21,1607.0,10000.0,sqft,5,Gleaming
702,148000.0,4,6,1063.0,11235.0,sqft,5,Common
705,157000.0,4,3,963.0,10920.0,sqft,5,Common
706,117500.0,3,13,1699.0,9900.0,sqft,4,Common
707,172500.0,4,11,1015.0,16499.97692805,sqft,5,Common
708,171925.0,4,5,1149.0,8857.0,sqft,5,Gleaming
709,179900.0,4,11,1089.0,11700.0,sqft,6,Common
710,224000.0,4,22,1466.0,17500.0,sqft,5,Common
712,217000.0,4,21,1368.0,13426.0,sqft,5,Gleaming
714,209000.0,4,2,1146.0,9116.0,sqft,5,Gleaming
716,110000.0,3,10,851.0,9140.0,sqft,5,Common
717,220000.0,4,14,996.0,6853.0,sqft,5,Gleaming
718,215000.0,4,2,1070.0,10000.0,sqft,5,Gleaming
720,163000.0,4,0,1292.0,8480.0,sqft,5,Gleaming
721,319900.0,4,15,1239.0,8035.0,sqft,5,Gleaming
722,265000.0,4,7,1803.0,10208.0,sqft,5,Gleaming
723,240000.0,4,21,1789.0,10905.0,sqft,5,Gleaming
724,134900.0,4,21,703.0,6950.0,sqft,7,Common
725,154000.0,4,6,815.0,8246.0,sqft,8,Common
726,143000.0,4,21,761.0,9757.0,sqft,7,Common
728,187500.0,4,11,1132.0,14115.0,sqft,5,Common
729,323262.0,4,21,1292.0,10933.0,sqft,5,Enchanting
730,125000.0,4,0,578.0,7175.0,sqft,5,Common
731,235128.0,4,26,1215.0,11932.0,sqft,5,Gleaming
732,64000.0,3,13,646.0,5747.0,sqft,4,Common
733,160000.0,4,5,1132.0,10784.0,sqft,5,Gleaming
735,174000.0,4,11,1293.0,10400.0,sqft,6,Common
736,154000.0,4,16,1250.0,10512.0,sqft,6,Common
737,145000.0,4,3,1010.0,8400.0,sqft,6,Common
738,192000.0,4,24,1555.0,10005.0,sqft,5,Common
739,133000.0,3,20,1209.0,6120.0,sqft,7,Common
740,275000.0,4,0,1264.0,12800.0,sqft,5,Gleaming
742,182000.0,0,26,1098.0,11639.0,sqft,5,Gleaming
743,148325.0,4,0,945.0,7040.0,sqft,5,Common
744,100000.0,4,19,1070.0,9900.0,sqft,4,Modest
745,139000.0,4,6,862.0,8816.0,sqft,6,Common
746,179200.0,4,0,1211.0,8012.0,sqft,5,Gleaming
747,145000.0,3,21,652.0,4426.0,sqft,5,Gleaming
748,209500.0,4,17,1195.0,4590.0,sqft,5,Gleaming
749,140000.0,4,3,873.0,9200.0,sqft,6,Common
750,245000.0,4,2,1083.0,12864.0,sqft,5,Gleaming
751,152000.0,3,13,1243.0,5400.0,sqft,7,Common
752,234250.0,4,17,1032.0,6240.0,sqft,5,Gleaming
753,87550.0,3,25,839.0,1533.0,sqft,5,Common
754,124000.0,4,21,799.0,8430.0,sqft,5,Common
755,220000.0,4,21,1163.0,15750.0,sqft,5,Gleaming
756,167000.0,4,3,1264.0,9600.0,sqft,5,Common
757,208900.0,4,21,1148.0,13125.0,sqft,5,Common
758,78000.0,3,13,691.0,6756.0,sqft,6,Common
759,193500.0,4,3,1647.0,13000.0,sqft,6,Common
761,172400.0,4,5,1279.0,8121.0,sqft,5,Common
762,272000.0,4,21,1231.0,11423.0,sqft,5,Gleaming
764,141000.0,4,3,1126.0,8814.0,sqft,6,Common
765,203000.0,4,21,979.0,8814.0,sqft,5,Gleaming
766,142953.0,4,0,1723.0,7018.0,sqft,5,Common
768,128000.0,4,19,1266.0,6858.0,sqft,4,Common
769,141000.0,3,10,1057.0,9000.0,sqft,6,Common
771,90000.0,4,20,1012.0,8550.0,sqft,5,Common
772,215000.0,4,4,1119.0,3196.0,sqft,5,Gleaming
773,212000.0,4,21,1359.0,10769.0,sqft,5,Gleaming
774,110000.0,3,13,756.0,9750.0,sqft,6,Common
775,265979.0,3,13,2030.0,11700.0,sqft,7,Gleaming
776,98300.0,4,3,806.0,7200.0,sqft,5,Common
777,188000.0,4,23,796.0,3640.0,sqft,5,Gleaming
778,115000.0,3,13,606.0,6000.0,sqft,5,Common
779,179400.0,0,26,1154.0,2280.0,sqft,5,Common
780,158450.0,4,6,1116.0,11235.0,sqft,5,Common
781,119000.0,3,13,990.0,3600.0,sqft,7,Common
783,176500.0,0,26,1154.0,2280.0,sqft,5,Common
784,79500.0,3,20,719.0,9100.0,sqft,6,Common
785,91900.0,4,16,603.0,6931.0,sqft,5,Common
786,186500.0,4,21,1111.0,9750.0,sqft,5,Gleaming
787,144000.0,4,3,884.0,9600.0,sqft,6,Common
788,52000.0,4,20,560.0,4130.0,sqft,6,Gleaming
789,91000.0,3,10,828.0,9786.0,sqft,4,Common
790,185000.0,4,11,1443.0,9120.0,sqft,6,Gleaming
791,285000.0,4,7,1711.0,11134.0,sqft,5,Gleaming
792,156000.0,4,5,1099.0,7750.0,sqft,5,Common
793,129000.0,4,6,861.0,6970.0,sqft,5,Common
794,85000.0,4,16,612.0,8777.0,sqft,7,Common
795,147000.0,3,10,1033.0,10690.0,sqft,7,Common
796,131000.0,4,3,816.0,8128.0,sqft,7,Common
798,194000.0,4,21,938.0,7406.0,sqft,5,Gleaming
799,71000.0,3,25,839.0,1894.0,sqft,5,Common
800,181500.0,4,9,970.0,9600.0,sqft,8,Common
801,156500.0,4,3,1136.0,8400.0,sqft,3,Common
802,215000.0,4,11,1232.0,16635.0,sqft,7,Gleaming
803,130000.0,4,3,719.0,6760.0,sqft,5,Common
804,180400.0,4,5,1126.0,8402.0,sqft,5,Common
805,210000.0,4,21,1467.0,8750.0,sqft,5,Gleaming
806,140000.0,3,16,824.0,3675.0,sqft,5,Common
810,147000.0,4,3,856.0,9600.0,sqft,7,Gleaming
811,130500.0,4,6,1137.0,13517.0,sqft,8,Gleaming
812,239500.0,4,15,1333.0,8013.0,sqft,5,Gleaming
813,267916.0,0,26,1090.0,12853.0,sqft,5,Gleaming
815,176000.0,4,11,1521.0,9900.0,sqft,5,Common
817,189000.0,4,15,944.0,4671.0,sqft,5,Gleaming
819,109900.0,3,10,919.0,4800.0,sqft,7,Common
820,165000.0,4,5,1130.0,8139.0,sqft,5,Common
821,138800.0,4,3,843.0,15870.0,sqft,5,Common
822,150000.0,3,20,1545.0,6240.0,sqft,5,Common
823,150000.0,4,0,1015.0,9019.0,sqft,5,Common
824,227000.0,4,11,1280.0,8400.0,sqft,6,Gleaming
825,121500.0,4,16,825.0,9571.0,sqft,5,Common
826,130000.0,4,3,1046.0,7134.0,sqft,5,Common
828,192000.0,4,5,1259.0,9042.0,sqft,5,Common
829,235000.0,0,26,1393.0,8470.0,sqft,5,Gleaming
830,275000.0,4,9,1549.0,15676.0,sqft,8,Gleaming
831,90350.0,4,22,533.0,4280.0,sqft,6,Common
832,168500.0,0,26,1163.0,2117.0,sqft,5,Gleaming
833,226500.0,4,0,1250.0,9938.0,sqft,5,Gleaming
834,120000.0,4,3,803.0,7400.0,sqft,6,Common
835,147000.0,4,3,701.0,8872.0,sqft,8,Common
836,82000.0,3,10,415.0,8154.0,sqft,5,Common
837,290000.0,4,7,1923.0,11929.0,sqft,7,Gleaming
838,148000.0,4,6,875.0,15312.0,sqft,5,Common
839,230348.0,0,26,936.0,7500.0,sqft,5,Gleaming
840,159900.0,4,16,886.0,10547.0,sqft,5,Common
841,137250.0,4,6,664.0,7832.0,sqft,5,Common
842,179781.0,4,14,933.0,9803.0,sqft,5,Gleaming
843,187000.0,4,3,1423.0,9760.0,sqft,8,Common
845,151000.0,4,3,810.0,9750.0,sqft,8,Common
846,75000.0,1,10,439.0,10200.0,sqft,6,Common
847,192350.0,4,11,1040.0,10400.0,sqft,5,Common
848,165400.0,4,16,1273.0,6931.0,sqft,5,Gleaming
849,197000.0,0,26,959.0,3316.0,sqft,5,Gleaming
850,180000.0,4,15,984.0,5070.0,sqft,5,Gleaming
851,137500.0,4,22,907.0,11600.0,sqft,5,Common
853,128000.0,4,0,973.0,8012.0,sqft,5,Common
854,165000.0,4,3,1520.0,9500.0,sqft,6,Common
855,137000.0,4,3,1476.0,11345.0,sqft,5,Common
856,129200.0,4,6,723.0,8789.0,sqft,6,Common
857,206000.0,4,23,943.0,3880.0,sqft,6,Gleaming
858,159500.0,4,3,1215.0,10032.0,sqft,5,Common
859,249000.0,4,11,2056.0,12388.0,sqft,7,Common
861,225000.0,4,16,1544.0,7800.0,sqft,8,Common
862,200825.0,0,26,1319.0,8125.0,sqft,5,Gleaming
863,137500.0,4,3,810.0,8800.0,sqft,7,Common
864,168165.0,4,5,1121.0,13204.0,sqft,5,Common
865,244600.0,4,26,1129.0,9612.0,sqft,5,Gleaming
866,104900.0,4,16,939.0,9738.0,sqft,7,Common
867,175500.0,4,11,955.0,9600.0,sqft,6,Common
868,148000.0,4,3,918.0,8760.0,sqft,6,Common
869,294464.0,3,22,1267.0,3843.0,sqft,5,Enchanting
870,183900.0,0,26,1116.0,3735.0,sqft,5,Gleaming
871,165000.0,3,2,941.0,4500.0,sqft,5,Common
872,123000.0,4,3,692.0,7838.0,sqft,5,Common
873,155000.0,4,3,1036.0,7590.0,sqft,5,Common
874,212900.0,4,21,1193.0,10084.0,sqft,5,Gleaming
875,223500.0,4,21,1373.0,11250.0,sqft,5,Gleaming
876,168000.0,4,6,1105.0,14175.0,sqft,6,Common
877,329900.0,4,17,1813.0,11643.0,sqft,5,Gleaming
878,207500.0,0,26,1329.0,8791.0,sqft,5,Gleaming
879,312500.0,4,14,1384.0,14331.0,sqft,5,Gleaming
880,167900.0,4,11,858.0,10140.0,sqft,6,Common
881,127500.0,3,20,1051.0,6240.0,sqft,6,Common
882,127000.0,4,6,734.0,7742.0,sqft,7,Common
883,105000.0,3,20,1032.0,6000.0,sqft,5,Common
884,225000.0,4,5,1333.0,12394.0,sqft,5,Gleaming
885,179000.0,4,16,923.0,10800.0,sqft,5,Common
886,219210.0,4,5,1433.0,14054.0,sqft,5,Gleaming
887,139000.0,3,13,1204.0,6000.0,sqft,7,Common
888,113700.0,3,18,936.0,2058.0,sqft,5,Common
889,164990.0,4,21,1007.0,8767.0,sqft,5,Gleaming
891,110000.0,4,3,594.0,7677.0,sqft,5,Common
892,68400.0,1,10,867.0,7500.0,sqft,4,Common
894,127500.0,4,16,1299.0,9855.0,sqft,5,Common
896,159895.0,4,4,973.0,3182.0,sqft,5,Gleaming
897,133000.0,4,3,1213.0,9490.0,sqft,7,Common
898,179600.0,4,21,1093.0,8500.0,sqft,5,Gleaming
900,155000.0,4,16,841.0,10452.0,sqft,5,Common
901,118000.0,4,16,1107.0,12108.0,sqft,4,Common
903,254000.0,4,17,1018.0,6240.0,sqft,5,Gleaming
905,305000.0,0,26,1197.0,4109.0,sqft,5,Gleaming
906,209200.0,3,2,1033.0,8940.0,sqft,5,Common
907,165000.0,4,24,1593.0,15584.0,sqft,5,Common
908,133000.0,4,3,849.0,10425.0,sqft,5,Common
909,192000.0,4,21,1100.0,9017.0,sqft,5,Gleaming
910,200000.0,4,21,1307.0,9135.0,sqft,5,Gleaming
911,278000.0,4,11,1941.0,9600.0,sqft,5,Gleaming
912,162500.0,4,20,1319.0,9144.0,sqft,4,Common
913,166800.0,4,3,1207.0,13200.0,sqft,6,Common
915,285000.0,0,26,1007.0,4538.0,sqft,5,Gleaming
916,260000.0,4,26,1183.0,8847.0,sqft,5,Gleaming
917,144500.0,4,16,826.0,11479.0,sqft,7,Common
918,193000.0,4,21,1376.0,9179.0,sqft,5,Gleaming
919,193000.0,4,21,1096.0,8685.0,sqft,5,Common
920,130000.0,3,16,1313.0,3363.0,sqft,5,Gleaming
921,263550.0,4,7,1716.0,11692.0,sqft,5,Gleaming
922,205000.0,4,22,1205.0,13680.0,sqft,6,Common
923,173000.0,4,5,897.0,9248.0,sqft,6,Common
924,115000.0,3,13,941.0,3950.0,sqft,8,Common
925,117000.0,3,13,933.0,5680.0,sqft,3,Common
926,99900.0,4,16,664.0,4060.0,sqft,8,Common
927,234000.0,4,4,1197.0,3196.0,sqft,5,Gleaming
929,176000.0,4,5,963.0,7875.0,sqft,5,Common
930,255000.0,0,26,1378.0,8640.0,sqft,5,Gleaming
931,139900.0,4,3,1093.0,12342.0,sqft,5,Common
932,85500.0,3,25,839.0,1504.0,sqft,4,Common
935,210000.0,4,2,1136.0,9928.0,sqft,5,Common
936,163990.0,4,21,1119.0,8461.0,sqft,5,Gleaming
938,169000.0,3,13,1549.0,9856.0,sqft,8,Gleaming
939,239900.0,4,5,1385.0,10463.0,sqft,5,Gleaming
940,165000.0,4,6,1121.0,9535.0,sqft,5,Common
941,61500.0,4,16,886.0,6882.0,sqft,3,Common
942,181000.0,4,4,1156.0,3182.0,sqft,5,Gleaming
